video_id,team,team_abbreviation,conference,channel_name,channel_id,channel_title,video_title,video_description,published_at,published_date,published_hour,published_month,duration,content_type,message_theme,view_count,like_count,comment_count,like_count_clean,comment_count_clean,engagement_count,engagement_rate,likes_per_1k_views,comments_per_1k_views,views_per_day,comments_pulled,avg_comment_sentiment,positive_comment_pct,neutral_comment_pct,negative_comment_pct,sentiment_bucket,monitoring_priority
nhduWX5ICYQ,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,landry made an IMPACT in the ECF 😮‍💨 #nba #nyknicks #nbaplayoffs #landryshamet,NA,2026-05-27T17:21:13Z,2026-05-27,17,2026-05-01,PT1M32S,Other,Playoff Stakes,33316,1792,50,1792,50,1842,0.05528875015007804,53.78796974426702,1.5007804058110217,3331.6,38,0.5157894736842106,0.5,0.3157894736842105,0.18421052631578944,Positive,Standard
oN9WqbdC_PI,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,Eleven straight wins. Still hungry for more. #nba #nyknicks #nbaplayoffs,NA,2026-05-27T14:34:15Z,2026-05-27,14,2026-05-01,PT1M16S,Other,Playoff Stakes,11835,1136,26,1136,26,1162,0.09818335445711872,95.98648077735531,2.1968736797634136,1183.5,20,0.1825,0.45,0.35,0.2,Positive,High Engagement
XW9OomMrhd8,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,not done yet. #nba #nyknicks #nbaplayoffs,NA,2026-05-27T00:30:52Z,2026-05-27,0,2026-05-01,PT1M39S,Other,Playoff Stakes,122596,8773,337,8773,337,9110,0.07430911285849456,71.56024666383895,2.7488661946556165,12259.6,50,0.637,0.6,0.38,0.02,Positive,Standard
T9ekuvZryKc,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,Knicks fans came dripped out to game 4 😮‍💨 #nba #nyknicks,NA,2026-05-26T19:02:43Z,2026-05-26,19,2026-05-01,PT46S,Shorts,General Team Content,28559,1125,23,1125,23,1148,0.04019748590636927,39.392135578976855,0.8053503273924157,2596.2727272727275,16,0.409375,0.5,0.5,0,Positive,Standard
cy6axj2AFQI,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,Dunkanoby™ #nyknicks #nba #basketballshorts #oganunoby #dunk,NA,2026-05-26T17:06:25Z,2026-05-26,17,2026-05-01,PT11S,Shorts,General Team Content,5006,296,11,296,11,307,0.06132640831002797,59.12904514582501,2.1973631642029563,455.09090909090907,10,0.2,0.4,0.6,0,Positive,Standard
0CgUf0Pr8o4,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,🎱 put on a dunking clinic in game 4 #nba #nyknicks #nbaplayoffs #oganunoby,NA,2026-05-26T15:22:16Z,2026-05-26,15,2026-05-01,PT1M11S,Other,Playoff Stakes,15566,939,28,939,28,967,0.06212257484260568,60.323782603109336,1.798792239496338,1415.090909090909,25,-0.032,0.36,0.28,0.36,Neutral,High Negative Sentiment
o3AH3OprnBU,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,"Knicks Beat the Cavs in Four to Advance to NBA Finals | May 25, 2026",The New York Knicks defeat the Cleveland Cavaliers 130-93 in Game 4 of the Eastern Conference Finals winning the series 4-0.,2026-05-26T14:35:38Z,2026-05-26,14,2026-05-01,PT5M1S,Other,Playoff Stakes,8301,307,22,307,22,329,0.039633779062763524,36.98349596434165,2.650283098421877,754.6363636363636,18,0.37222222222222223,0.6666666666666666,0.2777777777777778,0.05555555555555555,Positive,Standard
AM0X3Z4nAhg,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,Job’s not done.  #nba #newyorkknicks #basketball #sports,NA,2026-05-26T04:12:29Z,2026-05-26,4,2026-05-01,PT37S,Shorts,Team Identity,183418,6483,201,6483,201,6684,0.03644135253900926,35.345494989586626,1.0958575494226301,16674.363636363636,50,0.747,0.7,0.28,0.02,Positive,Standard
FVQF1FZn_xM,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,DUNK of the series 🤯 #nba #sports #highlights,NA,2026-05-26T02:03:36Z,2026-05-26,2,2026-05-01,PT9S,Shorts,Playoff Stakes,58188,1464,43,1464,43,1507,0.02589881075135767,25.159826768405857,0.7389839829518113,5289.818181818182,34,0.05147058823529412,0.2352941176470588,0.5,0.2647058823529412,Neutral,Standard
bM2s3ejZiQg,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,OG SLAMS it on 2 Cavs players 🤯 #nba #sports #highlights,NA,2026-05-26T00:41:42Z,2026-05-26,0,2026-05-01,PT7S,Shorts,General Team Content,31638,795,27,795,27,822,0.025981414754409255,25.128010620140337,0.8534041342689171,2876.181818181818,21,0.06190476190476191,0.23809523809523808,0.6190476190476191,0.14285714285714285,Neutral,Standard
WU0KrnYXVI8,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,focused on the details. #nyknicks #nba #basketballshorts,NA,2026-05-25T20:56:43Z,2026-05-25,20,2026-05-01,PT39S,Shorts,General Team Content,8932,938,27,938,27,965,0.108038513210927,105.01567398119123,3.0228392297357813,744.3333333333334,21,0.02857142857142857,0.1904761904761905,0.7142857142857143,0.09523809523809525,Neutral,High Engagement
2hUV_BjIQiQ,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,not done working #nba #nyknicks #nbaplayoffs,NA,2026-05-24T22:50:08Z,2026-05-24,22,2026-05-01,PT1M21S,Other,Playoff Stakes,41260,3451,138,3451,138,3589,0.0869849733397964,83.64032961706252,3.3446437227338826,3173.846153846154,50,0.613,0.5,0.48,0.02,Positive,Standard
FmjVswNGVxI,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,JB put on the brakes ⚠️ #nba #nyknicks #nbaplayoffs #jalenbrunson,NA,2026-05-24T20:10:18Z,2026-05-24,20,2026-05-01,PT6S,Shorts,Playoff Stakes,14367,919,29,919,29,948,0.06598454792232199,63.966033270689785,2.0185146516322123,1105.1538461538462,19,0.1763157894736842,0.21052631578947367,0.6842105263157895,0.10526315789473684,Positive,Standard
tNSqPh2fd6o,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,brotherly love for cap 🫡 #nba #nyknicks #nbaplayoffs,NA,2026-05-24T15:38:43Z,2026-05-24,15,2026-05-01,PT30S,Shorts,Playoff Stakes,58945,1890,42,1890,42,1932,0.03277631690558996,32.063788277207564,0.7125286283823903,4534.2307692307695,39,0.27179487179487183,0.4615384615384616,0.4358974358974359,0.10256410256410256,Positive,Standard
WWoRxuVncDU,New York Knicks,NYK,East,New York Knicks,UC0hb8f0OXHEzDrJDUq-YVVw,New York Knicks,LAN-SANITY CONTINUES 😤 #nyknicks #nba #basketballshorts #landryshamet,NA,2026-05-24T04:12:15Z,2026-05-24,4,2026-05-01,PT38S,Shorts,General Team Content,51081,1695,58,1695,58,1753,0.034318043891074956,33.1825923533212,1.1354515377537635,3929.3076923076924,42,0.13214285714285717,0.2619047619047619,0.5714285714285714,0.16666666666666666,Neutral,Standard
GrXRmXtzFNI,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Nothing but love for Loud City 🫶  #okcthunder,NA,2026-05-31T22:14:26Z,2026-05-31,22,2026-05-01,PT1M34S,Other,General Team Content,8913,NA,66,0,66,66,0.007404914170313026,0,7.404914170313026,1485.5,37,0.40945945945945944,0.5405405405405406,0.3783783783783784,0.08108108108108109,Positive,Standard
LB9vkoetziM,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Thomas Sorber | 2025-26 End-of-Season Interviews | OKC Thunder,Thomas Sorber speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T22:00:37Z,2026-05-31,22,2026-05-01,PT5M29S,Interview/Press,General Team Content,5734,NA,41,0,41,41,0.007150331356818975,0,7.150331356818975,955.6666666666666,26,0.4653846153846154,0.5384615384615384,0.3076923076923077,0.15384615384615383,Positive,Standard
32iDtln2_BY,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Nikola Topić | 2025-26 End-of-Season Interviews | OKC Thunder,Nikola Topić speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our ...,2026-05-31T21:45:29Z,2026-05-31,21,2026-05-01,PT4M5S,Interview/Press,General Team Content,2434,NA,33,0,33,33,0.013557929334428924,0,13.557929334428923,405.6666666666667,12,0.14583333333333334,0.4166666666666667,0.08333333333333333,0.5,Neutral,High Negative Sentiment
5cdnDPuOOPc,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Jared McCain | 2025-26 End-of-Season Interviews | OKC Thunder,Jared McCain speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T21:38:56Z,2026-05-31,21,2026-05-01,PT11M26S,Interview/Press,General Team Content,18032,NA,136,0,136,136,0.0075421472937000885,0,7.542147293700088,3005.3333333333335,50,1.502,0.9,0.06,0.04,Positive,Standard
iN9qNGIKcLA,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Ajay Mitchell | 2025-26 End-of-Season Interviews | OKC Thunder,Ajay Mitchell speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T19:58:19Z,2026-05-31,19,2026-05-01,PT8M44S,Interview/Press,General Team Content,6502,NA,31,0,31,31,0.004767763764995386,0,4.767763764995386,1083.6666666666667,26,1.2615384615384615,0.6923076923076923,0.2307692307692308,0.07692307692307693,Positive,Standard
SyA-1IXD4j0,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Jaylin Williams | 2025-26 End-of-Season Interviews | OKC Thunder,Jaylin Williams speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T19:37:39Z,2026-05-31,19,2026-05-01,PT10M20S,Interview/Press,General Team Content,12723,NA,86,0,86,86,0.006759412088343944,0,6.759412088343945,2120.5,45,0.8666666666666667,0.7111111111111111,0.17777777777777778,0.1111111111111111,Positive,Standard
k9fuxSRcEho,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Cason Wallace | 2025-26 End-of-Season Interviews | OKC Thunder,Cason Wallace speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T19:18:04Z,2026-05-31,19,2026-05-01,PT7M58S,Interview/Press,General Team Content,6223,NA,63,0,63,63,0.010123734533183352,0,10.123734533183352,1037.1666666666667,49,0.7673469387755102,0.5918367346938775,0.2857142857142857,0.12244897959183672,Positive,Standard
YT3bf3E1Rjo,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Isaiah Joe | 2025-26 End-of-Season Interviews | OKC Thunder,Isaiah Joe speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our ...,2026-05-31T19:10:23Z,2026-05-31,19,2026-05-01,PT10M18S,Interview/Press,General Team Content,2792,NA,24,0,24,24,0.008595988538681949,0,8.595988538681949,465.3333333333333,16,1.05,0.75,0.25,0,Positive,Standard
BPmvr14I9Oo,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Aaron Wiggins | 2025-26 End-of-Season Interviews | OKC Thunder,Aaron Wiggins speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T18:56:07Z,2026-05-31,18,2026-05-01,PT10M29S,Interview/Press,General Team Content,3501,NA,29,0,29,29,0.008283347614967152,0,8.283347614967152,583.5,25,0.932,0.68,0.24,0.08,Positive,Standard
OqP4gj3PrzY,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Jalen Williams | 2025-26 End-of-Season Interviews | OKC Thunder,Jalen Williams speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T18:38:20Z,2026-05-31,18,2026-05-01,PT17M28S,Interview/Press,Star Player,40406,NA,230,0,230,230,0.005692223927139534,0,5.692223927139534,6734.333333333333,50,0.757,0.64,0.16,0.2,Positive,Standard
0VgMIw0MiIU,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Progress to appreciate and motivation to carry forward as a team #okcthunder  #nba,Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our Social Media! ⤵️ Website: https://www.nba.com/thunder/ ...,2026-05-31T18:13:14Z,2026-05-31,18,2026-05-01,PT52S,Shorts,General Team Content,4821,NA,57,0,57,57,0.011823273179838207,0,11.823273179838207,803.5,16,0.371875,0.5,0.4375,0.0625,Positive,Standard
eT99SMP9aig,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Chet Holmgren | 2025-26 End-of-Season Interviews | OKC Thunder,Chet Holmgren speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T18:11:33Z,2026-05-31,18,2026-05-01,PT10M15S,Interview/Press,General Team Content,36520,NA,465,0,465,465,0.01273274917853231,0,12.73274917853231,6086.666666666667,50,0.04700000000000001,0.28,0.38,0.34,Neutral,High Negative Sentiment
YAsYy7rqOHk,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,SGA on the group’s commitment to competing every night  #okcthunder #nba,Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our Social Media! ⤵️ Website: https://www.nba.com/thunder/ ...,2026-05-31T18:09:05Z,2026-05-31,18,2026-05-01,PT51S,Shorts,General Team Content,11856,NA,126,0,126,126,0.01062753036437247,0,10.62753036437247,1976,46,0.5565217391304348,0.4565217391304347,0.34782608695652173,0.1956521739130435,Positive,Standard
sTAgwA3YILk,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Learning from every experience and growing through the work #okcthunder #nba,Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our Social Media! ⤵️ Website: https://www.nba.com/thunder/ ...,2026-05-31T17:44:40Z,2026-05-31,17,2026-05-01,PT34S,Shorts,General Team Content,9646,NA,70,0,70,70,0.00725689404934688,0,7.256894049346879,1607.6666666666667,42,0.35714285714285715,0.47619047619047616,0.2619047619047619,0.2619047619047619,Positive,Standard
-PpIzgbJDQA,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Alex Caruso | 2025-26 End-of-Season Interviews | OKC Thunder,Alex Caruso speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our ...,2026-05-31T17:37:38Z,2026-05-31,17,2026-05-01,PT12M42S,Interview/Press,General Team Content,9368,NA,151,0,151,151,0.01611870196413322,0,16.11870196413322,1561.3333333333333,50,0.047,0.38,0.24,0.38,Neutral,High Negative Sentiment
Uaw46gbcvzI,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Isaiah Hartenstein | 2025-26 End-of-Season Interviews | OKC Thunder,Isaiah Hartenstein speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 ...,2026-05-31T17:25:10Z,2026-05-31,17,2026-05-01,PT11M39S,Interview/Press,General Team Content,7871,NA,65,0,65,65,0.008258162876381654,0,8.258162876381654,1311.8333333333333,37,0.4418918918918919,0.5405405405405406,0.1891891891891892,0.2702702702702703,Positive,Standard
jhGteQYWfY4,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Lu Dort | 2025-26 End-of-Season Interviews | OKC Thunder,Lu Dort speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow Our ...,2026-05-31T17:20:13Z,2026-05-31,17,2026-05-01,PT10M43S,Interview/Press,General Team Content,5916,NA,59,0,59,59,0.009972954699121028,0,9.972954699121027,986,38,0.4447368421052631,0.47368421052631576,0.3157894736842105,0.21052631578947367,Positive,Standard
czsEqIzq79s,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Kenrich Williams | 2025-26 End-of-Season Interviews | OKC Thunder,Kenrich Williams speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: https://bit.ly/3BvOjg9 Follow ...,2026-05-31T17:16:14Z,2026-05-31,17,2026-05-01,PT12M8S,Interview/Press,General Team Content,3908,NA,13,0,13,13,0.0033265097236438077,0,3.3265097236438077,651.3333333333334,12,1.5416666666666667,0.8333333333333334,0.16666666666666666,0,Positive,Standard
xy34GlvW8qM,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Shai Gilgeous-Alexander | 2025-26 End-of-Season Interviews | OKC Thunder,Shai Gilgeous-Alexander speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: ...,2026-05-31T17:13:35Z,2026-05-31,17,2026-05-01,PT16M17S,Interview/Press,Star Player,79969,NA,1050,0,1050,1050,0.013130087909064763,0,13.130087909064763,13328.166666666666,50,1.263,0.76,0.16,0.08,Positive,Standard
L3Y5rT9JJow,Oklahoma City Thunder,OKC,West,Oklahoma City Thunder,UCpXdQhy6kb5CTD8hKlmOL3w,Oklahoma City Thunder,Head Coach Mark Daigneault | 2025-26 End-of-Season Interviews | OKC Thunder,Head Coach Mark Daigneault speaks with the media at end-of-season interviews. Subscribe To Thunder YouTube: ...,2026-05-31T15:28:37Z,2026-05-31,15,2026-05-01,PT16M5S,Interview/Press,Coach/Leadership,16501,NA,150,0,150,150,0.009090358160111509,0,9.090358160111508,2750.1666666666665,50,1.13,0.68,0.1,0.22,Positive,Standard
